レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム,平均ST,全体平均ST,1着率,2-3着率,逃し率
福岡,2,一般,6,5086,本村　大,25,長崎,52,B1,4.51,32.56,6.22,44.44,72,31.11,113,32.89,晴,北東,2,2,6.82,5,逃げ,6,0.09,.  .,0.16466666666666668,0.16465909090909092,0.0,0.2608695652173913,0.0
福岡,3,カタメン３一,1,5238,笹木香吾,25,山口,55,B1,3.5,17.5,3.7,20.0,47,30.27,132,25.52,晴,北,2,2,6.79,4,まくり,1,0.24,1.54.8,0.21,0.17280193236714977,0.3793103448275862,0.4482758620689655,0.0
福岡,3,カタメン３一,2,5061,中村駿平,27,愛知,52,B1,3.58,15.79,5.75,50.0,26,35.2,166,37.66,晴,北,2,2,6.78,5,まくり,2,0.26,.  .,0.16636363636363638,0.17367521367521369,0.08695652173913043,0.6086956521739131,0.43478260869565216
福岡,3,カタメン３一,3,5075,中島秀治,28,滋賀,53,A1,6.82,53.66,6.18,45.45,39,23.24,127,37.91,晴,北,2,2,6.85,1,まくり,3,0.18,1.50.9,0.15130434782608695,0.16224025974025974,0.08695652173913043,0.43478260869565216,0.0
福岡,3,カタメン３一,4,5055,眞鳥章太,28,長崎,53,B1,5.36,31.37,4.75,35.71,67,34.97,115,28.38,晴,北,2,2,6.89,3,まくり,5,0.19,1.52.9,0.15790697674418605,0.15068825910931175,0.125,0.475,0.0
福岡,3,カタメン３一,5,5311,小林京平,26,山口,51,B2,2.14,4.29,1.67,0.0,14,35.0,139,38.41,晴,北,2,2,6.78,6,まくり,6,0.24,.  .,0.16285714285714287,0.17177777777777778,0.11627906976744186,0.3023255813953488,0.0
福岡,3,カタメン３一,6,5025,粟田　祥,29,徳島,58,B2,4.0,23.46,0.0,0.0,28,37.8,140,29.25,晴,北,2,2,6.91,2,まくり,4,0.15,1.51.8,0.16333333333333333,0.1563157894736842,0.0,0.2972972972972973,0.0
福岡,4,一般,1,5252,荒木颯斗,22,愛知,53,B1,4.49,22.55,0.0,0.0,55,30.23,146,40.27,晴,北東,2,2,6.78,1,逃げ,1,0.12,1.49.6,0.13708333333333333,0.16353448275862068,0.4444444444444444,0.3333333333333333,0.0
福岡,4,一般,2,5249,三木晴斗,22,徳島,54,B1,4.23,23.33,1.84,4.0,71,37.5,118,26.67,晴,北東,2,2,6.87,6,逃げ,2,0.11,.  .,0.18500000000000003,0.16349726775956286,0.0,0.42857142857142855,0.7142857142857143
福岡,4,一般,3,5111,三村岳人,25,岡山,52,A2,5.63,37.19,0.0,0.0,29,37.19,152,38.19,晴,北東,2,2,6.86,3,逃げ,3,0.1,1.52.3,0.1446,0.14145098039215687,0.0,0.375,0.0
福岡,4,一般,4,5217,藤原碧生,24,岡山,53,A1,6.66,52.94,2.63,0.0,50,30.54,111,34.07,晴,北東,2,2,6.84,2,逃げ,4,0.1,1.51.1,0.14585365853658536,0.14928853754940713,0.0,0.42857142857142855,0.0
福岡,4,一般,5,5089,前田　翔,24,愛知,51,A1,6.11,39.56,0.0,0.0,68,28.68,161,32.61,晴,北東,2,2,6.85,5,逃げ,5,0.21,.  .,0.1716666666666667,0.15016597510373442,0.0,0.0,0.0
福岡,4,一般,6,5106,山崎　祥,25,山口,51,A2,5.28,36.89,5.36,28.0,46,31.52,151,32.45,晴,北東,2,2,6.84,4,逃げ,6,0.21,1.53.5,0.1845945945945946,0.1773636363636364,0.0,0.5,0.0
福岡,5,一般,1,5125,高井雄基,28,愛知,52,A2,5.74,35.2,0.0,0.0,41,32.53,168,40.43,晴,北東,2,2,6.88,1,逃げ,1,0.23,1.50.9,0.14976190476190476,0.16141025641025641,0.3333333333333333,0.6666666666666666,0.0
福岡,5,一般,2,5303,土井歩夢,21,福岡,52,B1,4.88,26.19,3.1,4.08,33,26.0,131,26.5,晴,北東,2,2,6.86,3,逃げ,2,0.24,1.52.7,0.15235294117647058,0.17335135135135135,0.2,0.4,0.4
福岡,5,一般,3,5039,倉田茂将,26,愛知,55,B1,5.36,37.65,0.0,0.0,34,34.16,153,31.21,晴,北東,2,2,6.86,5,逃げ,3,0.19,.  .,0.16363636363636364,0.16166666666666665,0.0,0.2,0.0
福岡,5,一般,4,4934,佐々木翔,28,大阪,55,A1,5.95,43.3,6.66,50.0,42,25.21,129,42.33,晴,北東,2,2,6.81,2,逃げ,4,0.21,1.52.2,0.14857142857142858,0.1615953307392996,0.25,0.5,0.0
福岡,5,一般,5,5273,山下拓巳,23,兵庫,52,B1,3.2,9.09,0.0,0.0,31,38.32,170,36.23,晴,北東,2,2,6.88,4,逃げ,5,0.28,1.54.3,0.18333333333333335,0.18263803680981594,0.0,0.25,0.0
福岡,5,一般,6,5142,常住　蓮,23,佐賀,51,A1,6.68,47.57,5.8,44.07,20,33.88,135,33.79,晴,北東,2,2,6.86,6,逃げ,6,0.28,.  .,0.17769230769230768,0.1620284697508897,0.0,0.0,0.0
福岡,6,一般,1,5228,若林樹蘭,22,東京,53,A2,5.93,38.89,5.3,30.0,17,37.68,102,31.65,晴,北,2,2,6.85,1,逃げ,1,0.01,1.49.7,0.14971428571428572,0.14467980295566504,0.527027027027027,0.32432432432432434,0.0
福岡,6,一般,2,5005,石田貴洋,28,埼玉,52,A2,5.84,40.83,4.0,0.0,22,37.91,155,27.59,晴,北,2,2,6.87,4,逃げ,2,0.04,1.53.7,0.14183673469387756,0.12464539007092199,0.14814814814814814,0.46296296296296297,0.3888888888888889
福岡,6,一般,3,5177,松井貫太,28,福岡,51,B1,3.38,12.36,2.75,5.22,12,28.19,171,22.96,晴,北,2,2,6.81,5,逃げ,3,0.06,.  .,0.18804347826086956,0.17933962264150946,0.2127659574468085,0.2978723404255319,0.0
福岡,6,一般,4,5328,井上慧人,20,福岡,53,B2,2.0,0.0,1.74,0.0,53,31.88,163,40.94,晴,北,2,2,6.85,6,逃げ,6,0.06,.  .,0.15583333333333335,0.18064935064935064,0.2857142857142857,0.38095238095238093,0.0
福岡,6,一般,5,5161,登玉隼百,25,兵庫,53,A2,5.82,47.57,0.0,0.0,57,30.53,120,36.71,晴,北,2,2,6.85,2,逃げ,4,0.04,1.51.6,0.1288888888888889,0.13737777777777777,0.16981132075471697,0.5094339622641509,0.0
福岡,6,一般,6,5028,原田才一,28,福岡,51,A1,6.99,57.47,6.53,50.0,66,40.76,106,37.76,晴,北,2,2,6.74,3,逃げ,5,0.05,1.52.7,0.17848484848484847,0.14852941176470588,0.20454545454545456,0.45454545454545453,0.0
福岡,7,一般,1,5267,石本裕武,24,大阪,52,A2,5.66,34.21,5.35,41.18,21,31.25,134,25.78,晴,北,1,2,6.85,1,逃げ,1,0.16,1.50.8,0.13891304347826086,0.13103896103896104,0.3,0.4,0.0
福岡,7,一般,2,5292,佐藤右京,23,東京,59,B1,2.45,5.19,0.0,0.0,25,37.71,154,31.13,晴,北,1,2,6.82,4,逃げ,2,0.13,1.54.6,0.21133333333333332,0.21412790697674416,0.09090909090909091,0.2727272727272727,0.5454545454545454
福岡,7,一般,3,5025,粟田　祥,29,徳島,58,B2,4.0,23.46,0.0,0.0,28,37.8,140,29.25,晴,北,1,2,6.93,2,逃げ,3,0.12,1.52.2,0.14384615384615385,0.1563157894736842,0.0,0.4166666666666667,0.0
福岡,7,一般,4,4856,豊田健士,28,三重,53,A1,6.89,50.83,8.5,70.0,75,26.75,138,44.16,晴,北,1,2,6.85,3,逃げ,4,0.16,1.53.8,0.14957446808510638,0.14378571428571427,0.0,0.5384615384615384,0.0
福岡,7,一般,5,5210,藤井公人,26,福岡,55,B1,5.14,30.83,3.52,15.91,51,37.42,142,30.77,晴,北,1,2,6.9,5,逃げ,5,0.13,.  .,0.15926829268292683,0.1630705394190871,0.0,0.0,0.0
福岡,7,一般,6,5029,中　亮太,27,福岡,54,A1,5.66,40.54,4.91,30.67,11,27.46,103,35.29,晴,北,1,2,6.79,6,逃げ,6,0.23,.  .,0.13886363636363638,0.11815686274509804,0.0,0.3,0.0
福岡,8,一般,1,5112,砂長知輝,25,埼玉,52,A1,6.1,39.08,4.19,31.25,56,18.02,172,38.3,晴,北,1,2,6.82,2,差し,1,0.17,1.50.2,0.1491304347826087,0.15799163179916317,0.5151515151515151,0.36363636363636365,0.0
福岡,8,一般,2,5131,江藤敦宏,25,福岡,52,B2,3.67,15.07,3.01,8.64,35,32.76,123,36.08,晴,北,1,2,6.84,1,差し,2,0.27,1.50.0,0.18280000000000002,0.1752482269503546,0.13636363636363635,0.6363636363636364,0.5
福岡,8,一般,3,5229,吉川晴人,21,滋賀,54,B1,4.76,30.89,0.0,0.0,58,34.15,117,34.23,晴,北,1,2,6.87,3,差し,3,0.25,1.53.6,0.194468085106383,0.16703703703703704,0.14285714285714285,0.4642857142857143,0.0
福岡,8,一般,4,4958,溝口海義,29,福岡,56,A1,6.3,40.87,4.63,22.22,63,24.22,122,27.97,晴,北,1,2,6.87,4,差し,4,0.26,1.55.7,0.13652173913043478,0.14322695035460994,0.16666666666666666,0.20833333333333334,0.0
福岡,8,一般,5,5055,眞鳥章太,28,長崎,53,B1,5.36,31.37,4.75,35.71,67,34.97,115,28.38,晴,北,1,2,6.91,6,差し,5,0.28,.  .,0.14605263157894735,0.15068825910931175,0.045454545454545456,0.18181818181818182,0.0
福岡,8,一般,6,5111,三村岳人,25,岡山,52,A2,5.63,37.19,0.0,0.0,29,37.19,152,38.19,晴,北,1,2,6.86,5,差し,6,0.28,.  .,0.14219512195121953,0.14145098039215687,0.041666666666666664,0.25,0.0
福岡,9,一般,1,5023,久永祥平,29,東京,52,A2,5.3,34.96,3.65,17.65,74,36.26,126,28.78,晴,北,1,2,6.81,2,まくり,1,0.17,1.51.4,0.14452380952380953,0.157755905511811,0.23076923076923078,0.3076923076923077,0.0
福岡,9,一般,2,5261,岡　暢祐,26,長崎,53,B1,2.67,10.26,1.83,4.17,62,20.31,149,34.44,晴,北,1,2,6.84,4,まくり,2,0.09,1.54.9,0.17545454545454547,0.19356382978723405,0.0,0.37142857142857144,0.6
福岡,9,一般,3,5307,富永夏哉,21,佐賀,49,B1,3.53,17.19,0.0,0.0,69,27.12,124,39.47,晴,北,1,2,6.8,1,まくり,3,0.08,1.49.4,0.16999999999999998,0.18348993288590604,0.038461538461538464,0.2692307692307692,0.0
福岡,9,一般,4,5075,中島秀治,28,滋賀,53,A1,6.82,53.66,6.18,45.45,39,23.24,127,37.91,晴,北,1,2,6.83,3,まくり,4,0.09,1.52.7,0.1656521739130435,0.16224025974025974,0.034482758620689655,0.2413793103448276,0.0
福岡,9,一般,5,5039,倉田茂将,26,愛知,55,B1,5.36,37.65,0.0,0.0,34,34.16,153,31.21,晴,北,1,2,6.86,6,まくり,5,0.14,.  .,0.15088235294117647,0.16166666666666665,0.0,0.13333333333333333,0.0
福岡,9,一般,6,5037,田頭虎親,26,香川,52,A1,6.17,42.86,6.67,55.56,15,28.49,159,44.3,晴,北,1,2,6.82,5,まくり,6,0.19,.  .,0.19390243902439025,0.15574074074074074,0.03571428571428571,0.35714285714285715,0.0
芦屋,1,サンライズＶ,1,4243,西村　歩,38,大阪,48,A2,5.01,31.08,5.4,45.0,45,31.3,38,32.58,晴,南,1,1,6.7,4,まくり,1,0.19,1.53.1,0.15921052631578947,0.16065000000000002,0.6428571428571429,0.21428571428571427,0.0
芦屋,1,サンライズＶ,2,4105,松下直也,45,兵庫,53,B1,5.9,38.64,4.72,32.0,7,28.35,32,34.85,晴,南,1,1,6.81,3,まくり,2,0.23,1.51.8,0.155,0.16668941979522187,0.12,0.56,0.56
芦屋,1,サンライズＶ,3,5137,川原　涼,24,愛知,54,B1,5.0,26.97,0.0,0.0,18,27.35,29,42.28,晴,南,1,1,6.77,5,まくり,3,0.15,.  .,0.15162162162162163,0.16117948717948719,0.21739130434782608,0.30434782608695654,0.0
芦屋,1,サンライズＶ,4,5247,大森　翼,22,兵庫,52,B1,2.8,7.25,0.0,0.0,24,30.88,11,30.0,晴,南,1,1,6.75,2,まくり,4,0.18,1.50.2,0.21617021276595744,0.20459016393442622,0.125,0.4166666666666667,0.0
芦屋,1,サンライズＶ,5,4899,占部一真,32,福岡,51,B1,3.48,16.88,3.27,11.54,12,30.28,17,28.33,晴,南,1,1,6.85,6,まくり,5,0.16,.  .,0.19088235294117648,0.18304812834224599,0.05555555555555555,0.3333333333333333,0.0
芦屋,1,サンライズＶ,6,3857,阿波勝哉,51,東京,56,B1,3.69,13.59,0.0,0.0,5,40.58,61,26.83,晴,南,1,1,6.72,1,まくり,6,0.09,1.49.2,0.2039102564102564,0.20465020576131687,0.15384615384615385,0.34615384615384615,0.0
芦屋,2,サンライズＷ,1,4410,井上大輔,38,岡山,51,A2,5.26,37.1,1.75,0.0,48,28.68,18,37.21,晴,南東,1,1,6.79,3,差し,1,0.19,1.50.7,0.1335,0.15975903614457831,0.40625,0.375,0.0
芦屋,2,サンライズＷ,2,4925,森　悠稀,31,兵庫,51,B1,6.16,41.18,5.83,50.0,59,33.86,69,36.36,晴,南東,1,1,6.73,2,差し,2,0.12,1.49.3,0.1497777777777778,0.13270833333333334,0.05405405405405406,0.35135135135135137,0.5945945945945946
芦屋,2,サンライズＷ,3,4422,永井亮次,36,大阪,53,B1,5.12,34.69,5.6,50.0,21,43.18,19,41.01,晴,南東,1,1,6.76,5,差し,3,0.16,.  .,0.18228571428571427,0.2006637168141593,0.07692307692307693,0.41025641025641024,0.0
芦屋,2,サンライズＷ,4,4287,今井貴士,40,福岡,57,A1,6.77,54.69,6.64,54.76,17,29.84,40,30.23,晴,南東,1,1,6.79,1,差し,4,0.14,1.47.9,0.14700000000000002,0.14400000000000002,0.2,0.3,0.0
芦屋,2,サンライズＷ,5,5212,西川拓利,26,福岡,55,B1,4.74,21.59,2.09,0.0,58,24.0,60,22.88,晴,南東,1,1,6.83,4,差し,5,0.12,1.52.3,0.17823529411764708,0.17605128205128204,0.06896551724137931,0.2413793103448276,0.0
芦屋,2,サンライズＷ,6,5180,藤本紗弥,26,山口,46,B2,3.17,16.67,0.0,0.0,10,27.91,47,30.95,晴,南東,1,1,6.83,6,差し,6,0.17,.  .,0.19666666666666668,0.22000000000000003,0.038461538461538464,0.38461538461538464,0.0
芦屋,3,サンライズＸ,1,5015,高橋竜矢,26,広島,53,A2,6.35,48.18,0.0,0.0,49,42.36,12,35.94,晴,東,2,2,6.72,1,逃げ,1,0.1,1.48.0,0.12827586206896552,0.14107843137254902,0.3225806451612903,0.45161290322580644,0.0
芦屋,3,サンライズＸ,2,4062,後藤陽介,45,愛知,58,B1,4.76,31.71,3.97,13.33,35,32.58,67,30.0,晴,東,2,2,6.8,3,逃げ,2,0.11,1.51.5,0.15764705882352942,0.15216981132075472,0.10810810810810811,0.3783783783783784,0.5675675675675675
芦屋,3,サンライズＸ,3,4074,柳沢　一,43,愛知,52,A1,6.65,46.67,7.11,44.44,23,43.44,23,32.54,晴,東,2,2,6.81,2,逃げ,3,0.11,1.49.8,0.11407407407407408,0.12511111111111112,0.11428571428571428,0.3142857142857143,0.0
芦屋,3,サンライズＸ,4,5277,井上未都,22,福岡,46,B1,3.72,12.5,1.44,0.0,1,42.34,28,36.11,晴,東,2,2,6.71,5,逃げ,4,0.16,.  .,0.18333333333333335,0.19061538461538463,0.10344827586206896,0.3103448275862069,0.0
芦屋,3,サンライズＸ,5,4389,伊藤喜智,39,大阪,52,A2,5.14,33.65,4.69,26.92,60,33.1,56,36.22,晴,東,2,2,6.81,4,逃げ,5,0.08,1.52.4,0.17512820512820512,0.17920353982300885,0.0,0.35294117647058826,0.0
芦屋,3,サンライズＸ,6,4834,浜本裕己,37,大阪,50,B1,4.12,14.29,5.33,33.33,56,43.07,39,35.86,晴,東,2,2,6.71,6,逃げ,6,0.11,.  .,0.1606896551724138,0.18178947368421053,0.0,0.038461538461538464,0.0
芦屋,4,サンライズＹ,1,4584,村岡賢人,34,岡山,53,A1,6.98,54.08,7.0,51.67,47,32.28,43,33.61,晴,東,1,1,6.67,1,逃げ,1,0.05,1.47.4,0.10211538461538462,0.11428571428571428,0.3333333333333333,0.4583333333333333,0.0
芦屋,4,サンライズＹ,2,5093,浦野　海,22,福岡,53,B1,4.42,22.64,5.24,33.53,50,41.13,57,38.64,晴,東,1,1,6.81,3,逃げ,2,0.11,1.51.3,0.1437037037037037,0.1596078431372549,0.03125,0.5,0.5625
芦屋,4,サンライズＹ,3,3523,寳田亮治,55,福岡,53,A2,4.62,25.35,4.89,28.05,57,22.86,64,38.85,晴,東,1,1,6.83,4,逃げ,3,0.08,1.51.5,0.1660714285714286,0.17037433155080214,0.0,0.53125,0.0
芦屋,4,サンライズＹ,4,4298,宮下元胤,41,愛知,54,A2,5.86,34.82,6.19,38.1,19,27.34,42,33.08,晴,東,1,1,6.76,5,逃げ,4,0.11,.  .,0.16954545454545455,0.14948717948717952,0.037037037037037035,0.48148148148148145,0.0
芦屋,4,サンライズＹ,5,5279,石渡翔一,22,東京,53,B1,5.79,39.56,0.0,0.0,4,33.83,55,25.86,晴,東,1,1,6.82,2,逃げ,5,0.07,1.49.6,0.13823529411764707,0.14104545454545456,0.04,0.28,0.0
芦屋,4,サンライズＹ,6,5076,石原　光,28,静岡,53,B1,3.99,23.29,4.58,21.05,54,27.93,33,32.31,晴,東,1,1,6.79,6,逃げ,6,0.16,.  .,0.20185185185185187,0.20703947368421052,0.0,0.2857142857142857,0.0
芦屋,5,サンライズＺ,1,4652,酒見峻介,39,佐賀,50,A2,5.62,39.32,6.47,52.63,33,32.85,26,24.6,晴,東,3,3,6.69,2,まくり差し,1,0.17,1.49.7,0.1658695652173913,0.16251824817518248,0.35,0.475,0.0
芦屋,5,サンライズＺ,2,5008,羽野　諒,27,福岡,52,B1,4.84,26.67,4.65,26.62,42,30.53,52,51.52,晴,東,3,3,6.76,6,まくり差し,2,0.13,.  .,0.13935483870967744,0.13718390804597702,0.15384615384615385,0.46153846153846156,0.46153846153846156
芦屋,5,サンライズＺ,3,4522,古澤光紀,37,福岡,53,A1,6.94,52.58,7.21,58.76,36,35.94,20,41.3,晴,東,3,3,6.74,3,まくり差し,3,0.12,1.50.8,0.13666666666666666,0.13823529411764707,0.10256410256410256,0.46153846153846156,0.0
芦屋,5,サンライズＺ,4,4184,渡邊雄一,38,大阪,52,A2,6.81,53.49,6.7,46.51,2,26.19,65,36.84,晴,東,3,3,6.71,4,まくり差し,4,0.15,1.51.5,0.1395,0.15797356828193831,0.05128205128205128,0.2564102564102564,0.0
芦屋,5,サンライズＺ,5,4105,松下直也,45,兵庫,53,B1,5.9,38.64,4.72,32.0,7,28.35,32,34.85,晴,東,3,3,6.77,1,まくり差し,5,0.13,1.48.8,0.16395348837209303,0.16668941979522187,0.0,0.4,0.0
芦屋,5,サンライズＺ,6,3996,秋山直之,45,群馬,50,A2,7.3,55.41,6.63,25.0,11,35.16,31,30.4,晴,東,3,3,6.77,5,まくり差し,6,0.11,.  .,0.16130434782608696,0.14993421052631578,0.02857142857142857,0.3142857142857143,0.0
芦屋,6,一般,1,4081,樋口範政,45,愛知,56,B1,4.44,27.27,4.35,19.23,34,24.62,34,31.54,晴,東,3,3,6.73,1,逃げ,1,0.11,1.49.1,0.15258064516129033,0.18192982456140352,0.3548387096774194,0.3870967741935484,0.0
芦屋,6,一般,2,4536,喜井つか,34,岡山,46,A1,6.28,45.45,6.21,46.51,22,31.4,24,22.03,晴,東,3,3,6.71,3,逃げ,2,0.11,1.52.8,0.1513888888888889,0.1594811320754717,0.05405405405405406,0.5405405405405406,0.5945945945945946
芦屋,6,一般,3,3613,角谷健吾,51,東京,52,A2,6.38,49.12,7.14,66.67,9,39.71,44,34.88,晴,東,3,3,6.74,5,逃げ,3,0.09,.  .,0.14023809523809522,0.14892430278884464,0.08823529411764706,0.29411764705882354,0.0
芦屋,6,一般,4,5146,野田彩加,21,山口,51,B1,5.82,39.08,0.0,0.0,20,28.03,54,26.98,晴,東,3,3,6.79,4,逃げ,4,0.35,1.54.0,0.19944444444444445,0.17903553299492386,0.03125,0.28125,0.0
芦屋,6,一般,5,3857,阿波勝哉,51,東京,56,B1,3.69,13.59,0.0,0.0,5,40.58,61,26.83,晴,東,3,3,6.66,6,逃げ,6,0.17,.  .,0.20597402597402598,0.20465020576131687,0.0,0.22857142857142856,0.0
芦屋,6,一般,6,4983,前田篤哉,27,愛知,52,A1,6.45,50.0,7.15,53.85,14,42.06,22,39.13,晴,東,3,3,6.74,2,逃げ,5,0.16,1.50.6,0.18102564102564103,0.1709677419354839,0.0,0.20689655172413793,0.0
芦屋,7,一般,1,3544,豊田訓靖,55,静岡,52,B1,4.29,19.23,4.0,15.63,40,33.83,49,28.57,晴,東,4,4,6.8,2,抜き,1,0.18,1.50.9,0.19178571428571428,0.18472222222222223,0.1111111111111111,0.4074074074074074,0.0
芦屋,7,一般,2,5180,藤本紗弥,26,山口,46,B2,3.17,16.67,0.0,0.0,10,27.91,47,30.95,晴,東,4,4,6.81,4,抜き,2,0.14,1.53.2,0.154,0.22000000000000003,0.03125,0.46875,0.5625
芦屋,7,一般,3,4834,浜本裕己,37,大阪,50,B1,4.12,14.29,5.33,33.33,56,43.07,39,35.86,晴,東,4,4,6.74,3,抜き,3,0.12,1.51.4,0.20482758620689656,0.18178947368421053,0.03125,0.21875,0.0
芦屋,7,一般,4,5310,土屋　蘭,19,岡山,48,B2,2.43,5.56,0.0,0.0,38,24.78,63,22.95,晴,東,4,4,6.8,6,抜き,4,0.21,.  .,0.24619047619047618,0.24244274809160307,0.0,0.16666666666666666,0.0
芦屋,7,一般,5,4925,森　悠稀,31,兵庫,51,B1,6.16,41.18,5.83,50.0,59,33.86,69,36.36,晴,東,4,4,6.7,1,抜き,5,0.11,1.49.5,0.13146341463414635,0.13270833333333334,0.0,0.2,0.0
芦屋,7,一般,6,5137,川原　涼,24,愛知,54,B1,5.0,26.97,0.0,0.0,18,27.35,29,42.28,晴,東,4,4,6.76,5,抜き,6,0.21,.  .,0.19033333333333333,0.16117948717948719,0.0,0.05555555555555555,0.0
芦屋,8,一般,1,4085,荻野裕介,44,東京,56,B1,5.15,33.33,5.93,35.71,44,42.11,30,30.0,晴,東,3,3,6.76,1,逃げ,1,0.01,1.48.0,0.15416666666666667,0.22169934640522876,0.42105263157894735,0.2631578947368421,0.0
芦屋,8,一般,2,4447,深川麻奈,37,福岡,51,A2,5.92,46.36,5.93,43.1,31,31.97,66,28.68,晴,東,3,3,6.74,2,逃げ,2,0.07,1.49.6,0.1709375,0.16123931623931623,0.05714285714285714,0.34285714285714286,0.5428571428571428
芦屋,8,一般,3,5247,大森　翼,22,兵庫,52,B1,2.8,7.25,0.0,0.0,24,30.88,11,30.0,晴,東,3,3,6.71,4,逃げ,3,0.09,1.52.9,0.1823529411764706,0.20459016393442622,0.08333333333333333,0.4444444444444444,0.0
芦屋,8,一般,4,3998,冨成謙児,45,佐賀,52,B1,4.04,20.41,4.47,21.28,37,32.54,70,33.8,晴,東,3,3,6.74,3,逃げ,4,0.08,1.51.6,0.15888888888888889,0.15168141592920353,0.02702702702702703,0.1891891891891892,0.0
芦屋,8,一般,5,4957,竹之内極,29,福岡,56,A2,3.59,19.57,4.83,33.33,6,38.93,36,24.58,晴,東,3,3,6.77,6,逃げ,6,0.12,.  .,0.1753125,0.164,0.1,0.325,0.0
芦屋,8,一般,6,4398,船岡洋一,37,広島,52,A1,7.03,52.1,7.66,60.0,51,31.78,13,36.36,晴,東,3,3,6.7,5,逃げ,5,0.08,.  .,0.15324324324324323,0.1307665505226481,0.14814814814814814,0.14814814814814814,0.0
芦屋,9,一般,1,4580,長谷川雅,35,岡山,52,A2,5.69,38.53,5.56,35.9,43,29.55,35,45.86,晴,東,2,2,6.72,1,抜き,1,0.15,1.47.6,0.14074074074074072,0.16663230240549828,0.7592592592592593,0.18518518518518517,0.0
芦屋,9,一般,2,3334,角ひとみ,56,広島,45,B1,5.49,32.11,4.82,30.3,28,38.06,41,28.68,晴,東,2,2,6.74,5,抜き,2,0.14,.  .,0.19653846153846155,0.19653386454183266,0.24489795918367346,0.40816326530612246,0.4897959183673469
芦屋,9,一般,3,5279,石渡翔一,22,東京,53,B1,5.79,39.56,0.0,0.0,4,33.83,55,25.86,晴,東,2,2,6.81,2,抜き,3,0.11,1.49.3,0.1241304347826087,0.14104545454545456,0.125,0.675,0.0
