ì˙ït,ÉåÅ[ÉXèÍ,ÉåÅ[ÉXî‘çÜ,ÉåÅ[ÉXéÌï ,í¯î‘,ìoò^î‘çÜ,ëIéËñº,îNóÓ,éxïî,ëÃèd,ãâï ,ëSçëèüó¶,ëSçë2òAëŒó¶,ìñínèüó¶,ìñín2òAëŒó¶,ÉÇÅ[É^Å[î‘çÜ,ÉÇÅ[É^Å[2òAëŒó¶,É{Å[Égî‘çÜ,É{Å[Ég2òAëŒó¶,ìVåÛ,ïóå¸,ïóë¨(m),îgçÇ(cm),ìWé¶É^ÉCÉÄ,íÖèá,åàÇ‹ÇËéË,êiì¸,ÉXÉ^Å[ÉgÉ^ÉCÉ~ÉìÉO,ÉåÅ[ÉXÉ^ÉCÉÄ,ïΩãœST,ëSëÃïΩãœST,1íÖó¶,2íÖó¶,3íÖó¶,ì¶Ç∞ó¶,ì¶Çµó¶,ç∑Çµó¶,Ç‹Ç≠ÇËó¶,Ç‹Ç≠ÇËç∑Çµó¶,ç∑Ç≥ÇÍó¶,Ç‹Ç≠ÇÁÇÍó¶,Ç‹Ç≠ÇËç∑Ç≥ÇÍó¶
2024-01-04,ïΩòaìá,1,ó\ëI,2,4245,çÇã¥íºç∆,42,ìåãû,53,B1,4.63,23.6,4.63,25.0,68,41.88,69,26.61,ê∞,ñk,6,4,6.7,2,Ç‹Ç≠ÇË,2,0.19,1.53.3,0.1880555555555555,0.1796875,0.6666666666666666,0.09523809523809523,0.09523809523809523,0.6190476190476191,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.19047619047619047
2024-01-04,ïΩòaìá,1,ó\ëI,3,4083,ïüìáóEé˜,44,ìåãû,53,A2,6.44,52.29,5.74,42.47,16,48.18,50,29.25,ê∞,ñk,6,4,6.71,1,Ç‹Ç≠ÇË,3,0.17,1.51.3,0.1602272727272727,0.1435094339622641,0.1111111111111111,0.2222222222222222,0.14814814814814814,0.0,0.4074074074074074,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,1,ó\ëI,4,4438,êXçÏóYëÂ,37,ìåãû,53,A2,5.34,35.09,5.15,30.69,67,39.47,37,38.24,ê∞,ñk,6,4,6.77,4,Ç‹Ç≠ÇË,4,0.19,2.03.6,0.1315909090909091,0.1455212355212355,0.04,0.12,0.2,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,1,ó\ëI,5,4792,êôë∫å´ñÁ,33,ìåãû,51,B1,4.61,22.73,4.24,20.34,14,42.86,38,35.85,ê∞,ñk,6,4,6.79,3,Ç‹Ç≠ÇË,5,0.08,1.56.2,0.1946428571428571,0.1789156626506024,0.10714285714285714,0.0,0.17857142857142858,0.0,0.0,0.0,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0
2024-01-04,ïΩòaìá,1,ó\ëI,6,5331,ç≤ì°âiåÊ,20,ìåãû,55,B2,1.86,0.0,0.0,0.0,63,32.74,40,28.97,ê∞,ñk,6,4,6.97,5,Ç‹Ç≠ÇË,6,0.08,.  .,0.1575,0.1846666666666666,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,2,ó\ëI,1,5201,ë∫è„è@ëæ,21,ìåãû,54,B1,4.49,27.27,3.56,14.55,31,31.86,54,37.72,ê∞,ñk,4,4,6.72,1,ì¶Ç∞,1,0.11,1.52.0,0.1053846153846154,0.1650462962962963,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
2024-01-04,ïΩòaìá,2,ó\ëI,2,3902,ÂêêÏìNïΩ,46,ìåãû,55,A2,5.82,39.36,6.4,46.6,39,35.65,49,33.33,ê∞,ñk,4,4,6.79,2,ì¶Ç∞,2,0.15,1.53.4,0.1838235294117647,0.186231884057971,0.38461538461538464,0.19230769230769232,0.11538461538461539,0.34615384615384615,0.0,0.0,0.0,0.0,0.15384615384615385,0.3076923076923077,0.038461538461538464
2024-01-04,ïΩòaìá,2,ó\ëI,3,3385,ìnÁ≥ñrçL,54,ìåãû,53,A2,5.69,32.1,6.05,44.14,57,41.74,61,33.03,ê∞,ñk,4,4,6.82,5,ì¶Ç∞,3,0.13,.  .,0.1420588235294117,0.1562311557788944,0.0,0.12,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,2,ó\ëI,4,3293,ã{ì‡óRãI,58,ìåãû,52,B1,4.46,21.25,4.12,17.39,51,43.36,56,34.11,ê∞,ñk,4,4,7.0,6,ì¶Ç∞,4,0.15,.  .,0.2151851851851851,0.2086746987951807,0.12121212121212122,0.18181818181818182,0.12121212121212122,0.0,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0
2024-01-04,ïΩòaìá,2,ó\ëI,5,4085,â¨ñÏóTâÓ,44,ìåãû,54,A2,5.0,28.3,5.04,29.41,35,37.5,72,29.17,ê∞,ñk,4,4,6.78,3,ì¶Ç∞,6,0.17,1.54.9,0.2264285714285714,0.1954891304347826,0.0,0.08695652173913043,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,2,ó\ëI,6,4911,ï–â™ëÂín,27,ìåãû,51,B1,4.42,24.74,4.23,18.03,49,24.56,27,30.16,ê∞,ñk,4,4,6.87,4,ì¶Ç∞,5,0.1,1.55.8,0.1399999999999999,0.1387441860465116,0.0,0.14285714285714285,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,3,ó\ëI,1,3347,ñÓå„Å@çÑ,56,ìåãû,57,B1,5.22,31.48,5.56,33.33,11,42.11,36,34.0,ê∞,ñk,7,5,6.73,6,Ç‹Ç≠ÇË,1,0.47,.  .,0.1561538461538461,0.1761674008810572,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,3,ó\ëI,2,4702,éOâYåhëæ,36,ìåãû,52,A2,6.48,53.21,5.96,41.38,32,35.14,59,29.25,ê∞,ñk,7,5,6.64,4,Ç‹Ç≠ÇË,2,0.6,1.57.4,0.1339473684210526,0.1416964285714285,0.29411764705882354,0.058823529411764705,0.17647058823529413,0.29411764705882354,0.0,0.0,0.0,0.0,0.11764705882352941,0.5294117647058824,0.058823529411764705
2024-01-04,ïΩòaìá,3,ó\ëI,3,3792,ìcíÜÅ@çã,51,ìåãû,53,B1,6.04,45.68,6.37,46.39,48,53.23,62,30.0,ê∞,ñk,7,5,6.81,5,Ç‹Ç≠ÇË,3,0.65,.  .,0.1978787878787878,0.1872872340425532,0.0,0.13043478260869565,0.17391304347826086,0.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,3,ó\ëI,4,4759,ç°êÚóFå·,34,ìåãû,52,A1,6.52,48.48,7.01,51.96,71,35.65,64,34.41,ê∞,ñk,7,5,6.78,1,Ç‹Ç≠ÇË,4,0.39,1.53.0,0.1911764705882352,0.1709961685823754,0.0,0.043478260869565216,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,3,ó\ëI,5,3313,ñ{ãgê≥é˜,58,ìåãû,56,B1,4.36,23.26,4.81,31.48,55,39.45,44,33.64,ê∞,ñk,7,5,6.73,3,Ç‹Ç≠ÇË,5,0.38,1.56.5,0.2033333333333333,0.1846067415730337,0.0,0.047619047619047616,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,3,ó\ëI,6,3857,à¢îgèüç∆,50,ìåãû,54,B1,4.43,14.71,5.28,23.6,20,28.95,30,28.46,ê∞,ñk,7,5,6.71,2,Ç‹Ç≠ÇË,6,0.37,1.55.2,0.1975700934579439,0.2008333333333333,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,4,ó\ëI,2,4560,èØéié˜ó«,32,ìåãû,54,B1,5.7,37.84,5.17,36.36,36,32.74,31,29.57,ê∞,ñk,8,6,6.64,2,Ç‹Ç≠ÇË,1,0.1,1.17.6,0.1226666666666666,0.1563589743589743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,4,ó\ëI,3,4274,í∑î®óFï„,41,ìåãû,52,B1,4.66,33.96,5.56,36.63,62,33.33,46,43.75,ê∞,ñk,8,6,6.83,5,Ç‹Ç≠ÇË,2,0.16,.  .,0.1737837837837838,0.1690454545454545,0.43478260869565216,0.2826086956521739,0.13043478260869565,0.41304347826086957,0.0,0.0,0.0,0.0,0.2391304347826087,0.10869565217391304,0.15217391304347827
2024-01-04,ïΩòaìá,4,ó\ëI,4,4575,åÀíÀñMçD,35,ìåãû,52,A1,6.5,50.0,6.3,47.0,65,36.28,48,30.58,ê∞,ñk,8,6,6.78,1,Ç‹Ç≠ÇË,3,0.14,1.14.6,0.1113513513513513,0.1314545454545454,0.11363636363636363,0.06818181818181818,0.3181818181818182,0.0,0.5227272727272727,0.09090909090909091,0.022727272727272728,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,4,ó\ëI,5,3227,í∑â™ñŒàÍ,58,ìåãû,54,B1,5.2,42.16,5.12,37.93,34,39.17,39,33.33,ê∞,ñk,8,6,6.68,3,Ç‹Ç≠ÇË,4,0.24,1.18.6,0.16375,0.1642696629213483,0.023255813953488372,0.3023255813953488,0.16279069767441862,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,4,ó\ëI,6,4895,ñÂä‘óYëÂ,32,ìåãû,54,A2,4.74,27.63,5.24,31.37,38,33.9,43,27.93,ê∞,ñk,8,6,6.91,4,Ç‹Ç≠ÇË,5,0.23,1.18.7,0.1627586206896551,0.1436842105263158,0.023255813953488372,0.27906976744186046,0.3023255813953488,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,5,ìåãûÉxÉCÉâÉì,1,3641,àÍê£Å@ñæ,52,ìåãû,51,A1,6.29,44.8,6.34,51.11,30,35.34,41,42.98,ê∞,ñk,7,6,6.66,1,ì¶Ç∞,1,0.21,1.15.3,0.165,0.1687375415282392,0.08888888888888889,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.0,0.0
2024-01-04,ïΩòaìá,5,ìåãûÉxÉCÉâÉì,2,4465,ëÂêºÅ@å´,37,ìåãû,53,B1,4.21,23.46,4.17,14.29,29,48.33,29,27.87,ê∞,ñk,7,6,6.72,2,ì¶Ç∞,2,0.26,1.16.5,0.1908333333333333,0.194551282051282,0.0,0.05128205128205128,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,5,ìåãûÉxÉCÉâÉì,3,4815,ïöìáóSâÓ,33,ìåãû,54,B1,4.39,21.0,4.69,25.68,75,32.73,63,24.79,ê∞,ñk,7,6,6.7,3,ì¶Ç∞,3,0.2,1.17.9,0.1851219512195122,0.178,0.21875,0.40625,0.125,0.21875,0.0,0.0,0.0,0.0,0.15625,0.34375,0.15625
2024-01-04,ïΩòaìá,5,ìåãûÉxÉCÉâÉì,4,4345,êºä⁄Å@åí,38,ìåãû,56,B1,5.27,34.15,4.88,28.41,54,31.15,35,34.15,ê∞,ñk,7,6,6.76,4,ì¶Ç∞,4,0.21,1.18.7,0.14875,0.163903743315508,0.0425531914893617,0.1702127659574468,0.2553191489361702,0.02127659574468085,0.723404255319149,0.02127659574468085,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,5,ìåãûÉxÉCÉâÉì,5,5331,ç≤ì°âiåÊ,20,ìåãû,55,B2,1.86,0.0,0.0,0.0,63,32.74,40,28.97,ê∞,ñk,7,6,6.83,5,ì¶Ç∞,6,0.3,.  .,0.2575,0.1846666666666666,0.04,0.18,0.22,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0
2024-01-04,ïΩòaìá,5,ìåãûÉxÉCÉâÉì,6,5133,ñxâzóYãM,24,ìåãû,52,B1,4.36,20.0,3.2,8.93,58,33.93,66,25.47,ê∞,ñk,7,6,6.75,6,ì¶Ç∞,5,0.29,.  .,0.1884848484848484,0.1690697674418604,0.05714285714285714,0.14285714285714285,0.02857142857142857,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,6,ó\ëI,1,3072,êºìcÅ@ñı,62,ìåãû,55,B1,4.88,30.23,5.06,31.9,13,36.52,70,24.21,ê∞,ñk,6,6,6.65,3,Ç‹Ç≠ÇË,1,0.21,1.16.7,0.1396875,0.1445454545454545,0.030303030303030304,0.0,0.12121212121212122,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0
2024-01-04,ïΩòaìá,6,ó\ëI,2,4379,åKìáòaçG,39,ìåãû,57,A2,6.17,42.98,6.33,41.18,73,48.36,58,36.36,ê∞,ñk,6,6,6.61,4,Ç‹Ç≠ÇË,2,0.35,1.17.9,0.1585106382978723,0.1573021582733813,0.07142857142857142,0.03571428571428571,0.10714285714285714,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0
2024-01-04,ïΩòaìá,6,ó\ëI,3,3293,ã{ì‡óRãI,58,ìåãû,52,B1,4.46,21.25,4.12,17.39,51,43.36,56,34.11,ê∞,ñk,6,6,6.74,5,Ç‹Ç≠ÇË,3,0.26,.  .,0.2121875,0.2086746987951807,0.7083333333333334,0.14583333333333334,0.0625,0.625,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333
2024-01-04,ïΩòaìá,6,ó\ëI,4,4813,ã{ì‡íºç∆,34,ìåãû,52,B1,4.34,21.62,4.54,24.47,37,42.62,53,24.72,ê∞,ñk,6,6,6.77,6,Ç‹Ç≠ÇË,4,0.33,.  .,0.1918181818181818,0.1967403314917127,0.19444444444444445,0.4722222222222222,0.08333333333333333,0.0,0.5833333333333334,0.1111111111111111,0.0,0.027777777777777776,0.0,0.0,0.0
2024-01-04,ïΩòaìá,6,ó\ëI,5,4769,înèÍÅ@çÑ,31,ìåãû,51,A1,7.02,56.48,7.39,57.41,60,36.44,47,41.12,ê∞,ñk,6,6,6.69,1,Ç‹Ç≠ÇË,5,0.22,1.14.9,0.128,0.1351012145748987,0.16129032258064516,0.45161290322580644,0.06451612903225806,0.0,0.0,0.03225806451612903,0.06451612903225806,0.06451612903225806,0.0,0.0,0.0
2024-01-04,ïΩòaìá,6,ó\ëI,6,4140,äÅñÏäwéu,43,ìåãû,54,A1,6.05,44.16,7.04,58.02,25,40.5,33,33.33,ê∞,ñk,6,6,6.82,2,Ç‹Ç≠ÇË,6,0.25,1.16.0,0.1442105263157894,0.1442127659574468,0.14285714285714285,0.45714285714285713,0.22857142857142856,0.0,0.0,0.02857142857142857,0.08571428571428572,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,7,ó\ëI,1,5063,ëÂíÀâÎé°,26,ìåãû,54,B2,4.3,18.18,2.72,2.13,24,22.88,34,36.44,ê∞,ñk,6,5,6.88,4,Ç‹Ç≠ÇË,1,0.13,1.17.3,0.2064285714285714,0.1834579439252336,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0
2024-01-04,ïΩòaìá,7,ó\ëI,2,4401,è¨ó—Å@ë◊,39,ìåãû,55,A2,5.73,41.75,6.35,48.65,66,31.03,28,37.82,ê∞,ñk,6,5,6.7,3,Ç‹Ç≠ÇË,2,0.16,1.15.7,0.154047619047619,0.1509166666666666,0.0,0.19047619047619047,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,7,ó\ëI,3,4059,ì¸‡VóFé°,44,ìåãû,55,B1,5.04,32.53,5.61,48.19,10,36.04,45,37.82,ê∞,ñk,6,5,6.73,6,Ç‹Ç≠ÇË,3,0.22,.  .,0.1586046511627907,0.1657613168724279,0.2,0.23333333333333334,0.16666666666666666,0.2,0.0,0.0,0.0,0.0,0.4,0.23333333333333334,0.13333333333333333
2024-01-04,ïΩòaìá,7,ó\ëI,4,4615,î¬ëqì÷éj,43,ìåãû,53,B1,4.58,21.59,4.41,23.08,59,30.7,52,29.75,ê∞,ñk,6,5,6.8,2,Ç‹Ç≠ÇË,4,0.21,1.15.5,0.19,0.1905701754385965,0.04878048780487805,0.1951219512195122,0.17073170731707318,0.0,0.3902439024390244,0.024390243902439025,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,7,ó\ëI,5,4468,ëÂíróCóà,37,ìåãû,52,A1,7.27,57.26,7.09,53.73,69,34.48,65,19.42,ê∞,ñk,6,5,6.68,1,Ç‹Ç≠ÇË,5,0.16,1.13.7,0.1345945945945946,0.1336575875486381,0.0,0.1388888888888889,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,7,ó\ëI,6,4792,êôë∫å´ñÁ,33,ìåãû,51,B1,4.61,22.73,4.24,20.34,14,42.86,38,35.85,ê∞,ñk,6,5,6.78,5,Ç‹Ç≠ÇË,6,0.2,.  .,0.1945833333333333,0.1789156626506024,0.02857142857142857,0.11428571428571428,0.22857142857142856,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,8,ÉxÉCÉuÉåÉCÉN,1,4083,ïüìáóEé˜,44,ìåãû,53,A2,6.44,52.29,5.74,42.47,16,48.18,50,29.25,ê∞,ñk,5,5,6.67,1,ì¶Ç∞,1,0.03,1.13.9,0.1156862745098039,0.1435094339622641,0.11428571428571428,0.11428571428571428,0.08571428571428572,0.0,0.0,0.02857142857142857,0.08571428571428572,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,8,ÉxÉCÉuÉåÉCÉN,2,3313,ñ{ãgê≥é˜,58,ìåãû,56,B1,4.36,23.26,4.81,31.48,55,39.45,44,33.64,ê∞,ñk,5,5,6.77,3,ì¶Ç∞,2,0.02,1.16.4,0.1616129032258064,0.1846067415730337,0.0,0.06896551724137931,0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,8,ÉxÉCÉuÉåÉCÉN,3,4152,ê[êÖêTàÍ,43,ìåãû,54,B1,4.46,22.22,5.41,31.96,17,35.78,67,42.34,ê∞,ñk,5,5,6.92,2,ì¶Ç∞,3,0.05,1.15.6,0.17375,0.1776777251184834,0.5588235294117647,0.29411764705882354,0.14705882352941177,0.5294117647058824,0.0,0.0,0.0,0.0,0.23529411764705882,0.029411764705882353,0.08823529411764706
2024-01-04,ïΩòaìá,8,ÉxÉCÉuÉåÉCÉN,4,4266,í∑ìcóäè@,38,ìåãû,53,A1,6.74,43.33,6.67,54.55,22,38.46,26,43.1,ê∞,ñk,5,5,6.86,4,ì¶Ç∞,4,0.04,1.17.1,0.1490384615384615,0.1390845070422535,0.030303030303030304,0.30303030303030304,0.21212121212121213,0.0,0.5454545454545454,0.030303030303030304,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,8,ÉxÉCÉuÉåÉCÉN,5,5023,ãvâièÀïΩ,28,ìåãû,50,B1,4.83,26.32,4.89,26.51,72,30.91,32,40.0,ê∞,ñk,5,5,6.82,6,ì¶Ç∞,5,0.01,.  .,0.1687096774193548,0.1683333333333333,0.1388888888888889,0.2222222222222222,0.25,0.0,0.0,0.0,0.08333333333333333,0.027777777777777776,0.0,0.0,0.0
2024-01-04,ïΩòaìá,8,ÉxÉCÉuÉåÉCÉN,6,3505,éRìcó≥àÍ,52,ìåãû,52,B1,5.69,31.58,5.76,36.13,61,30.09,55,37.62,ê∞,ñk,5,5,6.8,5,ì¶Ç∞,6,0.05,.  .,0.1403225806451613,0.1498672566371681,0.21428571428571427,0.32142857142857145,0.17857142857142858,0.0,0.0,0.03571428571428571,0.10714285714285714,0.07142857142857142,0.0,0.0,0.0
2024-01-04,ïΩòaìá,9,ó\ëI,1,4438,êXçÏóYëÂ,37,ìåãû,53,A2,5.34,35.09,5.15,30.69,67,39.47,37,38.24,ê∞,ñk,6,6,6.74,5,î≤Ç´,1,0.24,.  .,0.1542857142857143,0.1455212355212355,0.17857142857142858,0.14285714285714285,0.10714285714285714,0.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.0,0.0
2024-01-04,ïΩòaìá,9,ó\ëI,2,4274,í∑î®óFï„,41,ìåãû,52,B1,4.66,33.96,5.56,36.63,62,33.33,46,43.75,ê∞,ñk,6,6,6.74,4,î≤Ç´,2,0.29,1.17.9,0.1827027027027027,0.1690454545454545,0.06896551724137931,0.06896551724137931,0.3103448275862069,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0
2024-01-04,ïΩòaìá,9,ó\ëI,3,5201,ë∫è„è@ëæ,21,ìåãû,54,B1,4.49,27.27,3.56,14.55,31,31.86,54,37.72,ê∞,ñk,6,6,6.76,1,î≤Ç´,3,0.25,1.14.5,0.1735294117647059,0.1650462962962963,0.13043478260869565,0.34782608695652173,0.30434782608695654,0.13043478260869565,0.0,0.0,0.0,0.0,0.30434782608695654,0.34782608695652173,0.17391304347826086
2024-01-04,ïΩòaìá,9,ó\ëI,4,3347,ñÓå„Å@çÑ,56,ìåãû,57,B1,5.22,31.48,5.56,33.33,11,42.11,36,34.0,ê∞,ñk,6,6,6.69,6,î≤Ç´,4,0.22,.  .,0.1747368421052631,0.1761674008810572,0.08,0.12,0.08,0.0,0.68,0.0,0.08,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,9,ó\ëI,5,3641,àÍê£Å@ñæ,52,ìåãû,51,A1,6.29,44.8,6.34,51.11,30,35.34,41,42.98,ê∞,ñk,6,6,6.72,2,î≤Ç´,5,0.23,1.15.0,0.17,0.1687375415282392,0.03225806451612903,0.12903225806451613,0.12903225806451613,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,9,ó\ëI,6,4075,íÜñÏéüòY,42,ìåãû,55,A1,6.59,45.26,7.24,53.16,70,32.11,57,40.83,ê∞,ñk,6,6,6.73,3,î≤Ç´,6,0.29,1.16.4,0.1502564102564102,0.1382562277580071,0.03333333333333333,0.1,0.13333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,10,ó\ëIì¡ï ,1,4575,åÀíÀñMçD,35,ìåãû,52,A1,6.5,50.0,6.3,47.0,65,36.28,48,30.58,ê∞,ñk,7,6,6.6,1,ì¶Ç∞,1,0.09,1.14.3,0.1459523809523809,0.1314545454545454,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0
2024-01-04,ïΩòaìá,10,ó\ëIì¡ï ,2,3072,êºìcÅ@ñı,62,ìåãû,55,B1,4.88,30.23,5.06,31.9,13,36.52,70,24.21,ê∞,ñk,7,6,6.64,2,ì¶Ç∞,2,0.15,1.16.3,0.1387179487179487,0.1445454545454545,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,10,ó\ëIì¡ï ,3,3902,ÂêêÏìNïΩ,46,ìåãû,55,A2,5.82,39.36,6.4,46.6,39,35.65,49,33.33,ê∞,ñk,7,6,6.8,3,ì¶Ç∞,3,0.18,1.17.2,0.1916129032258064,0.186231884057971,0.3125,0.3125,0.09375,0.3125,0.0,0.0,0.0,0.0,0.25,0.1875,0.09375
2024-01-04,ïΩòaìá,10,ó\ëIì¡ï ,4,2538,çÇã¥ìÒòN,74,ìåãû,52,B1,3.63,11.49,4.54,23.01,23,35.34,60,33.33,ê∞,ñk,7,6,6.73,5,ì¶Ç∞,4,0.47,.  .,0.1742307692307692,0.1942483660130718,0.07142857142857142,0.19047619047619047,0.2619047619047619,0.0,0.5476190476190477,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,10,ó\ëIì¡ï ,5,4465,ëÂêºÅ@å´,37,ìåãû,53,B1,4.21,23.46,4.17,14.29,29,48.33,29,27.87,ê∞,ñk,7,6,6.62,6,ì¶Ç∞,5,0.3,.  .,0.1937931034482758,0.194551282051282,0.023255813953488372,0.13953488372093023,0.23255813953488372,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,10,ó\ëIì¡ï ,6,3805,çÇã¥âpîV,49,ìåãû,52,A2,6.03,41.44,5.93,39.29,43,32.14,73,34.0,ê∞,ñk,7,6,6.73,4,ì¶Ç∞,6,0.25,1.17.7,0.1457894736842105,0.130295358649789,0.07692307692307693,0.1282051282051282,0.1282051282051282,0.0,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.0
2024-01-04,ïΩòaìá,11,ó\ëIì¡ï ,1,4759,ç°êÚóFå·,34,ìåãû,52,A1,6.52,48.48,7.01,51.96,71,35.65,64,34.41,ê∞,ñk,6,6,6.68,1,ì¶Ç∞,1,0.09,1.14.3,0.1574468085106383,0.1709961685823754,0.058823529411764705,0.08823529411764706,0.11764705882352941,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0
2024-01-04,ïΩòaìá,11,ó\ëIì¡ï ,2,4140,äÅñÏäwéu,43,ìåãû,54,A1,6.05,44.16,7.04,58.02,25,40.5,33,33.33,ê∞,ñk,6,6,6.74,4,ì¶Ç∞,2,0.16,1.17.2,0.1473809523809524,0.1442127659574468,0.0,0.10344827586206896,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,11,ó\ëIì¡ï ,3,4895,ñÂä‘óYëÂ,32,ìåãû,54,A2,4.74,27.63,5.24,31.37,38,33.9,43,27.93,ê∞,ñk,6,6,6.76,3,ì¶Ç∞,3,0.21,1.16.1,0.127,0.1436842105263158,0.4375,0.375,0.03125,0.40625,0.0,0.0,0.0,0.0,0.15625,0.15625,0.21875
2024-01-04,ïΩòaìá,11,ó\ëIì¡ï ,4,4245,çÇã¥íºç∆,42,ìåãû,53,B1,4.63,23.6,4.63,25.0,68,41.88,69,26.61,ê∞,ñk,6,6,6.68,2,ì¶Ç∞,4,0.16,1.15.7,0.18125,0.1796875,0.175,0.125,0.225,0.0,0.45,0.0,0.175,0.0,0.0,0.0,0.0
2024-01-04,ïΩòaìá,11,ó\ëIì¡ï ,5,4345,êºä⁄Å@åí,38,ìåãû,56,B1,5.27,34.15,4.88,28.41,54,31.15,35,34.15,ê∞,ñk,6,6,6.76,6,ì¶Ç∞,5,0.14,.  .,0.1603030303030303,0.163903743315508,0.08333333333333333,0.2777777777777778,0.2222222222222222,0.0,0.0,0.0,0.05555555555555555,0.027777777777777776,0.0,0.0,0.0
2024-01-04,ïΩòaìá,11,ó\ëIì¡ï ,6,4085,â¨ñÏóTâÓ,44,ìåãû,54,A2,5.0,28.3,5.04,29.41,35,37.5,72,29.17,ê∞,ñk,6,6,6.7,5,ì¶Ç∞,6,0.22,.  .,0.2505714285714285,0.1954891304347826,0.07894736842105263,0.18421052631578946,0.18421052631578946,0.0,0.0,0.0,0.02631578947368421,0.05263157894736842,0.0,0.0,0.0
